Player,Nation,Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Penalties Winner,Efficiency
Kepa Arrizabalaga,es ESP,GK,Real Madrid,28,1994,18,17,1558,14,53,40,9,1,1,0,0,14.3,42,113,509,83,89,215,10,12,0,0.2999999999999998
Kevin Müller,de GER,GK,Heidenheim,32,1991,34,34,3060,55,174,121,6,10,7,1,2,53.6,249,595,1164,167,316,495,24,17,3,-1.3999999999999986
Kevin Trapp,de GER,GK,Eint Frankfurt,33,1990,39,39,3464,58,159,99,8,11,9,2,0,57.0,113,414,1112,154,244,518,18,34,2,-1.0000000000000036
Keylor Navas,cr CRC,GK,Paris S-G,36,1986,4,4,360,6,12,6,1,1,1,0,0,4.7,4,9,80,12,18,37,0,5,0,-1.2999999999999998
Kjell Scherpen,nl NED,GK,at Sturm Graz,23,2000,6,6,540,9,29,20,1,1,1,0,0,11.6,25,93,152,24,49,94,10,5,0,2.5999999999999996
Kjetil Haug,no NOR,GK,no Bodø/Glimt,25,1998,2,2,210,4,8,4,0,1,1,0,0,2.9,3,16,109,10,8,26,4,3,0,-1.1
Koen Casteels,be BEL,GK,Wolfsburg,31,1992,25,25,2250,39,115,78,4,3,2,0,1,36.4,161,390,786,118,161,335,25,38,1,-2.6000000000000014
Kostas Tzolakis,gr GRE,GK,gr Olympiacos,20,2002,6,6,630,6,30,24,2,3,2,0,1,7.7,46,176,172,19,53,99,12,13,1,1.7000000000000002
Lapo Nava,it ITA,GK,Milan,19,2004,1,0,3,1,2,1,0,0,0,0,0,0.9,1,1,1,0,0,0,0,0,0,-0.09999999999999998
Lorenzo Montipò,it ITA,GK,Hellas Verona,27,1996,37,37,3330,49,153,105,8,2,2,0,0,40.7,323,763,960,109,305,487,22,43,0,-8.299999999999997
Loris Karius,de GER,GK,Newcastle Utd,30,1993,1,1,90,4,7,4,0,0,0,0,0,2.0,3,18,27,5,9,10,1,3,0,-2.0
Luca Gemello,it ITA,GK,Torino,23,2000,2,2,180,5,9,4,0,1,1,0,0,3.6,10,29,104,8,12,24,3,3,0,-1.4
Lucas Chevalier,fr FRA,GK,Lille,21,2001,40,40,3629,37,145,108,18,5,3,2,0,41.400000000000006,123,410,1250,146,161,447,36,41,2,4.400000000000003
Luka Gugeshashvili,ge GEO,GK,az Qarabağ,24,1999,1,0,6,1,1,0,0,1,1,0,0,1.0,0,5,2,0,3,0,0,0,0,0.0
Lukáš Hrádecký,fi FIN,GK,Leverkusen,33,1989,33,33,2970,24,102,78,15,0,0,0,0,27.5,71,202,736,165,145,313,27,39,0,3.5
Luís Maximiano,pt POR,GK,Almería,24,1999,33,33,2970,63,175,111,6,7,4,1,2,59.7,158,543,995,146,264,551,25,38,3,-3.299999999999997
Maarten Vandevoordt,be BEL,GK,be Genk,21,2002,4,4,360,3,17,14,2,0,0,0,0,3.8,20,70,145,15,24,45,2,3,0,0.7999999999999998
Maduka Okoye,ng NGA,GK,Udinese,23,1999,21,21,1890,25,89,65,5,3,3,0,0,23.9,99,263,286,45,161,365,7,2,0,-1.1000000000000014
Maksym Koval,ua UKR,GK,md Sheriff Tiraspol,30,1992,6,6,540,17,37,22,0,2,2,0,0,14.6,49,150,175,28,52,126,10,3,0,-2.4000000000000004
Manuel Neuer,de GER,GK,de Bayern Munich,37,1986,32,32,2863,41,121,79,10,5,4,1,0,39.900000000000006,107,229,1094,144,128,309,12,43,1,-1.0999999999999979
Manuel Riemann,de GER,GK,Bochum,34,1988,33,33,2970,70,185,116,4,11,9,2,0,59.6,430,1041,1498,89,208,510,35,104,2,-10.399999999999999
Marc Martínez,es ESP,GK,Granada,33,1990,3,3,270,11,23,12,0,2,2,0,0,12.1,17,39,74,9,24,30,0,10,0,1.0999999999999996
Marc-André ter Stegen,de GER,GK,Barcelona,31,1992,36,36,3240,37,133,96,17,3,3,0,0,37.5,123,240,1131,144,195,424,18,44,0,0.5
Marcel Schuhen,de GER,GK,Darmstadt 98,30,1993,31,31,2790,76,198,123,3,2,1,1,0,68.0,245,618,1204,182,289,453,24,51,1,-8.0
Marcin Bułka,pl POL,GK,Nice,23,1999,34,34,3060,29,105,74,17,8,5,3,0,30.7,74,189,1086,158,147,376,32,21,3,1.6999999999999993
Marco Bizot,nl NED,GK,Brest,32,1991,32,32,2876,34,129,94,13,3,2,1,0,36.2,232,482,908,134,188,382,18,41,1,2.200000000000003
Marco Carnesecchi,it ITA,GK,it Atalanta,23,2000,28,28,2508,30,109,77,8,7,4,2,1,30.6,124,356,715,151,200,347,22,39,3,0.6000000000000008
Marco Silvestri,it ITA,GK,Udinese,32,1991,17,17,1530,28,68,40,4,6,6,0,0,25.7,57,168,345,68,105,282,5,7,0,-2.3000000000000007
Marco Sportiello,it ITA,GK,it Milan,31,1992,9,7,710,12,35,24,3,1,1,0,0,9.5,22,56,245,46,24,89,5,9,0,-2.4999999999999996
Mark Flekken,nl NED,GK,Brentford,30,1993,37,37,3285,63,176,113,7,2,2,0,0,55.4,242,647,1288,131,289,568,44,37,0,-7.600000000000001
Mark Travers,ie IRL,GK,Bournemouth,24,1999,4,4,360,5,18,13,2,1,1,0,0,5.0,22,72,92,13,26,60,3,3,0,0.0
Marko Dmitrović,rs SRB,GK,Sevilla,31,1992,17,17,1530,33,83,52,2,3,3,0,0,28.9,77,224,423,80,117,205,17,17,0,-4.100000000000001
Marko Marić,hr CRO,GK,ba Zrinjski Mostar,27,1996,6,6,540,10,32,23,0,2,2,0,0,8.0,21,118,149,21,63,127,4,3,0,-2.0
Martin Dúbravka,sk SVK,GK,Newcastle Utd,34,1989,24,23,2075,44,132,87,5,5,4,1,0,43.7,59,174,509,148,174,302,20,22,1,-0.29999999999999716
Martin Jedlička,cz CZE,GK,cz Viktoria Plzeň,25,1998,4,4,420,2,23,21,3,0,0,0,0,6.4,53,122,143,17,49,94,5,8,0,4.4
Martin Trnovský,sk SVK,GK,sk Slovan Bratislava,23,2000,2,1,124,5,10,5,0,1,1,0,0,5.5,15,22,33,3,25,28,0,0,0,0.5
Marvin Schwäbe,de GER,GK,Köln,28,1995,34,34,3060,60,168,108,4,3,3,0,0,62.0,135,372,1148,101,149,504,14,21,0,2.0
Massamba Ndiaye,sn SEN,GK,Clermont Foot,21,2001,4,4,360,6,24,18,0,1,1,0,0,7.8,20,55,148,28,24,75,7,3,0,1.7999999999999998
Matej Kovar,cz CZE,GK,Leverkusen,23,2000,13,13,1170,12,56,44,6,3,3,0,0,17.599999999999998,30,72,344,72,68,127,10,16,0,5.6
Matevž Vidovšek,si SVN,GK,si Olimpija,23,1999,2,2,180,3,13,9,0,3,2,1,0,5.2,1,19,50,13,20,13,1,3,1,2.2
Matheus,br BRA,GK,pt Braga,31,1992,8,8,750,18,43,27,0,1,1,0,0,16.2,29,76,230,36,47,102,1,16,0,-1.8000000000000007
Mathew Ryan,au AUS,GK,nl AZ Alkmaar,31,1992,5,5,450,10,17,7,2,0,0,0,0,6.3,25,61,169,28,18,64,4,8,0,-3.7
Mathieu Gorgelin,fr FRA,GK,Le Havre,32,1990,1,1,90,2,5,3,0,1,1,0,0,2.9,3,9,17,0,2,12,0,1,0,0.8999999999999999
Matt Turner,us USA,GK,Nott'ham Forest,29,1994,17,17,1530,28,80,52,2,2,2,0,0,22.1,126,280,436,99,136,296,30,18,0,-5.899999999999999
Mattia Perin,it ITA,GK,Juventus,30,1992,3,3,225,1,5,4,1,0,0,0,0,1.2,5,15,54,9,12,29,2,3,0,0.19999999999999996
Matz Sels,be BEL,GK,Nott'ham Forest,31,1992,35,35,3150,51,123,76,4,2,2,0,0,35.1,163,405,788,119,206,479,17,23,0,-15.899999999999999
Mert Günok,tr TUR,GK,tr Beşiktaş,34,1989,3,3,270,6,21,15,0,0,0,0,0,6.3,20,45,81,14,13,27,1,4,0,0.2999999999999998
Michael Zetterer,de GER,GK,Werder Bremen,28,1995,27,27,2430,37,128,92,6,4,4,0,0,41.0,145,330,977,161,144,407,34,30,0,4.0
Michele Cerofolini,it ITA,GK,Frosinone,24,1999,8,7,675,11,28,18,3,1,0,0,1,5.9,18,100,171,28,38,126,4,7,1,-5.1
Michele Di Gregorio,it ITA,GK,Monza,26,1997,33,33,2872,35,159,122,12,5,3,2,0,45.4,179,430,1126,201,223,469,19,18,2,10.399999999999999
Mike Maignan,fr FRA,GK,it Milan,28,1995,41,41,3609,50,167,117,12,10,10,0,0,44.1,160,374,1360,238,212,480,47,49,0,-5.8999999999999995
Milan Borjan,ca CAN,GK,sk Slovan Bratislava,35,1987,7,7,593,7,22,15,1,0,0,0,0,9.0,44,125,143,24,64,98,9,8,0,2.0
Mile Svilar,rs SRB,GK,it Roma,23,1999,29,29,2640,31,142,112,10,2,1,1,0,34.8,94,275,905,138,182,413,32,15,1,3.799999999999999
Moritz Nicolas,de GER,GK,Gladbach,25,1997,27,27,2430,49,160,111,4,4,4,0,0,45.1,112,315,888,140,161,460,21,22,0,-3.8999999999999986
Mory Diaw,sn SEN,GK,Clermont Foot,30,1993,30,30,2700,54,188,134,5,8,6,1,1,57.1,206,558,1065,129,176,439,39,46,2,3.1000000000000014
Mykyta Turbaievskyi,ua UKR,GK,ua Zorya Luhansk,21,2002,5,5,450,11,25,15,1,0,0,0,0,8.5,16,64,120,19,39,60,3,6,0,-2.5
Nemanja Belić,rs SRB,GK,rs Čukarički,36,1987,3,2,241,9,18,9,0,1,1,0,0,7.0,21,49,60,10,30,35,3,5,0,-2.0
Nenad Filipović,rs SRB,GK,rs Čukarički,36,1987,3,3,209,4,13,8,0,2,1,1,0,4.4,21,49,37,0,24,46,3,0,1,0.40000000000000036
Neto,br BRA,GK,Bournemouth,34,1989,32,32,2880,55,165,110,7,6,5,1,0,55.2,172,494,833,154,223,413,26,34,1,0.20000000000000284
Nick Pope,eng ENG,GK,Newcastle Utd,31,1992,20,20,1795,21,88,67,6,1,1,0,0,26.5,63,178,388,116,140,216,15,34,0,5.5
Nicola Bagnolini,it ITA,GK,Bologna,19,2004,1,0,5,0,1,1,0,0,0,0,0,0.0,1,2,1,0,2,0,0,0,0,0.0
Nicola Leali,it ITA,GK,Genoa,30,1993,3,2,176,2,9,7,0,0,0,0,0,2.8,18,48,62,3,10,27,2,1,0,0.7999999999999998
Niki Mäenpää,fi FIN,GK,fi HJK,38,1985,4,4,282,7,23,17,0,0,0,0,0,7.9,6,33,82,18,22,46,1,1,0,0.9000000000000004
Nikita Contini Baranovsky,it ITA,GK,Napoli,27,1996,1,0,17,0,0,0,1,0,0,0,0,0.0,0,0,3,1,1,1,0,3,0,0.0
Nikita Haikin,ru RUS,GK,no Bodø/Glimt,28,1995,4,4,360,3,14,12,1,0,0,0,0,2.4,19,44,121,15,22,68,1,9,0,-0.6000000000000001
Niklas Lomb,de GER,GK,de Leverkusen,30,1993,1,1,90,1,3,2,0,0,0,0,0,0.7,2,4,23,4,2,6,0,0,0,-0.30000000000000004
Nikola Simić,rs SRB,GK,rs TSC,26,1996,1,1,90,3,8,5,0,0,0,0,0,2.6,5,16,26,4,8,21,1,0,0,-0.3999999999999999
Nils Jonatan Johansson,se SWE,GK,fo KÍ,32,1991,6,6,540,9,30,21,2,3,3,0,0,11.0,37,118,156,33,64,116,4,4,0,2.0
Noah Atubolu,de GER,GK,Freiburg,21,2002,44,44,3990,72,195,122,14,5,3,2,0,63.7,252,737,1592,202,304,594,37,35,2,-8.3
Nordin Jackers,be BEL,GK,be Club Brugge,25,1997,4,4,360,5,16,11,2,0,0,0,0,4.2,29,64,162,15,23,53,1,2,0,-0.7999999999999998
Odysseas Vlachodimos,gr GRE,GK,Nott'ham Forest,29,1994,5,5,450,12,22,10,1,1,1,0,0,7.9,28,60,130,21,44,92,3,2,0,-4.1
Oleksandr Saputin,ua UKR,GK,ua Zorya Luhansk,19,2003,1,1,89,0,1,1,0,0,0,0,0,0.1,7,15,18,1,10,10,1,0,0,0.1
Oliver Baumann,de GER,GK,Hoffenheim,33,1990,34,34,3060,66,211,143,2,5,2,3,0,68.6,208,529,1159,165,249,545,31,73,3,2.5999999999999943
Oliver Christensen,dk DEN,GK,it Fiorentina,24,1999,8,8,720,13,30,17,1,2,2,0,0,8.2,44,124,281,26,45,78,6,16,0,-4.8
Oliver Petersen,no NOR,GK,no Molde,21,2001,9,8,770,15,39,25,1,1,1,0,0,11.8,23,86,235,38,68,124,8,8,0,-3.2
Omri Glazer,il ISR,GK,rs Red Star,27,1996,6,6,540,15,45,31,0,2,2,0,0,15.1,30,61,124,16,53,84,1,5,0,0.09999999999999964
Orlando Mosquera,pa PAN,GK,il Maccabi Tel Aviv,28,1994,4,4,360,5,25,20,0,0,0,0,0,8.0,22,69,146,20,24,51,7,6,0,3.0
Pau López,es ESP,GK,Marseille,28,1994,46,46,4139,60,186,127,10,5,5,0,0,53.6,159,537,1506,159,215,557,26,34,0,-6.399999999999999
Paul Nardi,fr FRA,GK,be Gent,29,1994,2,2,159,2,7,5,0,0,0,0,0,1.5,6,24,42,8,9,13,0,0,0,-0.5
Paulo Gazzaniga,ar ARG,GK,Girona,31,1992,38,38,3420,46,168,121,12,7,5,1,1,51.0,155,420,1140,178,246,534,41,33,2,5.0
Pavao Pervan,at AUT,GK,Wolfsburg,35,1987,9,9,810,17,36,20,2,0,0,0,0,11.5,40,104,263,39,37,127,1,3,0,-5.5
Pepe Reina,es ESP,GK,Villarreal,40,1982,9,9,810,13,35,22,2,3,1,1,1,12.3,27,85,291,46,47,129,5,3,2,-0.6999999999999997
Peter Abrahamsson,se SWE,GK,se Häcken,35,1988,6,6,540,17,34,17,0,0,0,0,0,13.0,19,42,136,30,48,55,1,10,0,-4.0
Peter Vindahl Jensen,dk DEN,GK,cz Sparta Prague,25,1998,10,10,900,22,57,35,2,2,2,0,0,15.9,51,156,374,50,74,111,5,13,0,-6.1
Philipp Köhn,ch SUI,GK,Monaco,25,1998,22,22,1980,32,97,65,5,6,5,1,0,32.0,82,249,536,91,130,282,22,19,1,0.0
Pierluigi Gollini,it ITA,GK,Napoli,28,1995,7,7,630,8,24,16,1,0,0,0,0,8.2,27,68,213,28,53,82,5,9,0,0.1999999999999993
Pietro Terracciano,it ITA,GK,it Fiorentina,33,1990,42,42,3840,45,149,103,11,8,7,1,0,48.2,199,456,1308,157,221,370,14,27,1,3.200000000000003
Predrag Rajković,rs SRB,GK,Mallorca,27,1995,36,36,3240,43,138,95,9,5,4,1,0,41.8,322,795,946,117,300,502,33,28,1,-1.2000000000000028
Péter Gulácsi,hu HUN,GK,de RB Leipzig,33,1990,16,16,1440,12,50,39,5,1,0,0,1,12.9,22,88,453,67,119,207,7,17,1,0.9000000000000008
Radosław Majecki,pl POL,GK,Monaco,23,1999,12,12,1080,10,54,45,7,0,0,0,0,14.7,39,121,296,68,80,160,13,7,0,4.699999999999999
Raffaele Di Gennaro,it ITA,GK,Inter,29,1993,1,0,23,0,4,4,0,0,0,0,0,0.5,1,2,15,3,1,4,0,0,0,0.5
Raúl Fernández,es ESP,GK,Granada,35,1988,4,4,280,11,17,7,0,1,0,0,1,7.8,14,47,88,10,17,36,4,11,1,-3.2
Remi Matthews,eng ENG,GK,Crystal Palace,29,1994,1,0,4,1,1,0,0,0,0,0,0,0.1,0,5,4,0,1,1,1,0,0,-0.9
Robert Sánchez,es ESP,GK,Chelsea,25,1997,16,16,1433,25,78,52,3,3,2,1,0,24.2,61,147,516,87,91,202,19,27,1,-0.8000000000000007
Robin Olsen,se SWE,GK,Aston Villa,33,1990,7,6,585,18,42,23,0,2,1,1,0,14.0,22,63,260,31,40,60,6,1,1,-4.0
Robin Zentner,de GER,GK,Mainz 05,28,1994,30,30,2700,48,128,81,7,4,3,0,1,49.2,180,512,862,146,177,393,42,48,1,1.2000000000000028
Roei Mashpati,il ISR,GK,il Maccabi Tel Aviv,30,1992,4,4,390,11,23,12,0,1,1,0,0,8.2,12,61,105,21,35,75,2,1,0,-2.8000000000000007
Rome-Jayden Owusu-Oduro,nl NED,GK,nl AZ Alkmaar,19,2004,1,1,90,2,5,3,0,0,0,0,0,1.7,9,21,34,1,2,6,0,0,0,-0.30000000000000004
Rubén Blanco,es ESP,GK,Marseille,28,1995,3,2,211,3,8,5,0,0,0,0,0,2.3,8,22,74,8,14,30,4,3,0,-0.7
Rui Patrício,pt POR,GK,Roma,35,1988,23,23,2070,27,74,49,6,3,2,0,1,23.4,90,211,492,86,137,309,16,8,1,-3.6000000000000014
Rui Silva,pt POR,GK,Betis,29,1994,34,34,3015,43,133,91,10,9,8,1,0,43.1,147,433,912,137,230,423,35,43,1,0.10000000000000009
Rémy Descamps,fr FRA,GK,Nantes,27,1996,6,6,540,11,37,26,1,2,1,0,1,12.5,51,125,141,28,71,116,8,0,1,1.5
Rémy Riou,fr FRA,GK,Lyon,35,1987,3,3,270,6,14,8,1,0,0,0,0,4.7,5,24,81,13,23,32,3,3,0,-1.2999999999999998
Sam Johnstone,eng ENG,GK,Crystal Palace,30,1993,20,20,1796,27,67,41,6,2,2,0,0,20.0,117,355,453,63,141,339,24,12,0,-7.0
Samuele Perisan,it ITA,GK,Empoli,25,1997,1,1,90,2,5,3,0,0,0,0,0,0.7,1,8,22,8,12,18,0,1,0,-1.3
Senne Lammens,be BEL,GK,be Antwerp,21,2002,1,1,90,2,6,4,0,1,1,0,0,1.9,6,33,44,4,12,16,1,0,0,-0.10000000000000009
Sergio Herrera,es ESP,GK,Osasuna,30,1993,32,32,2869,47,132,84,9,1,0,1,0,45.6,282,658,961,100,222,468,29,43,1,-1.3999999999999986
Sergio Padt,nl NED,GK,bg Ludogorets,33,1990,5,5,450,9,22,14,2,1,1,0,0,7.6,26,77,140,17,51,75,1,8,0,-1.4000000000000004
Shareef Keouf,il ISR,GK,il Maccabi Haifa,22,2001,9,9,810,12,45,33,3,1,0,1,0,11.8,57,160,234,34,86,209,8,6,1,-0.20000000000000018
Simon Mignolet,be BEL,GK,be Club Brugge,35,1988,8,8,720,4,19,15,4,2,2,0,0,5.2,38,85,257,32,45,91,8,11,0,1.2000000000000002
Simon Sluga,hr CRO,GK,bg Ludogorets,30,1993,3,3,270,3,10,7,2,0,0,0,0,2.6,10,34,76,16,20,27,2,2,0,-0.3999999999999999
Simone Aresti,it ITA,GK,Cagliari,37,1986,1,0,1,1,1,0,0,1,1,0,0,1.0,0,1,1,0,0,3,0,0,0,0.0
Simone Perilli,it ITA,GK,Hellas Verona,28,1995,1,1,90,2,10,8,0,0,0,0,0,2.7,8,28,32,2,5,5,0,2,0,0.7000000000000002
Simone Scuffet,it ITA,GK,Cagliari,27,1996,31,31,2789,55,129,76,3,3,3,0,0,45.1,161,452,684,106,243,482,22,20,0,-9.899999999999999
Stefan Ortega,de GER,GK,Manchester City,30,1992,12,8,905,14,41,28,3,0,0,0,0,13.4,45,106,406,42,32,83,6,21,0,-0.5999999999999996
Stefano Turati,it ITA,GK,Frosinone,21,2001,31,31,2745,58,152,94,4,7,5,1,1,47.5,72,316,919,147,144,412,18,19,2,-10.5
Steve Mandanda,fr FRA,GK,Rennes,38,1985,41,41,3690,56,174,121,9,5,5,0,0,49.6,154,467,1210,181,228,518,41,40,0,-6.399999999999997
Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,29,1993,37,37,3330,47,150,104,13,2,1,1,0,46.9,168,598,928,171,267,529,23,38,1,-0.10000000000000142
Sven Ulreich,de GER,GK,de Bayern Munich,34,1988,14,14,1260,17,43,26,4,2,2,0,0,17.1,39,116,466,71,66,143,6,18,0,0.10000000000000053
Thibaut Courtois,be BEL,GK,Real Madrid,31,1992,5,5,422,0,18,18,4,0,0,0,0,3.9000000000000004,11,24,126,30,20,63,3,5,0,3.9000000000000004
Thomas Kaminski,be BEL,GK,Luton Town,30,1992,38,38,3405,85,221,140,2,4,4,0,0,77.6,271,808,1121,150,341,558,16,76,0,-7.400000000000006
Thomas Strakosha,al ALB,GK,Brentford,28,1995,2,1,135,2,8,6,0,0,0,0,0,1.5,12,30,56,5,15,37,2,1,0,-0.5
Timon Wellenreuther,de GER,GK,nl Feyenoord,27,1995,4,4,390,5,13,8,1,0,0,0,0,4.1,14,48,168,25,19,46,2,7,0,-0.8999999999999999
Tobias Lawal,at AUT,GK,at LASK,23,2000,6,6,540,12,28,16,1,3,3,0,0,12.0,22,87,134,18,63,77,2,9,0,0.0
Tommaso Martinelli,it ITA,GK,Fiorentina,17,2006,1,1,90,2,3,1,0,0,0,0,0,1.4,4,15,40,3,9,14,0,0,0,-0.6000000000000001
Tomáš Koubek,cz CZE,GK,Augsburg,30,1992,3,3,270,8,25,17,0,0,0,0,0,6.7,16,40,74,6,24,36,2,2,0,-1.2999999999999998
Unai Marrero,es ESP,GK,Real Sociedad,21,2001,2,1,142,3,5,2,0,1,1,0,0,2.9,10,25,37,5,8,27,1,4,0,-0.10000000000000009
Unai Simón,es ESP,GK,Athletic Club,26,1997,36,36,3182,33,122,90,16,5,1,3,1,38.0,220,679,982,144,240,450,31,46,4,5.0
Vanja Milinković-Savić,rs SRB,GK,Torino,26,1997,36,36,3240,31,134,103,18,6,6,0,0,33.8,264,783,1288,171,239,407,38,37,0,2.799999999999997
Vaná,br BRA,GK,cy Aris Limassol FC,32,1991,6,6,540,13,41,27,0,1,0,1,0,14.1,20,102,205,45,32,87,7,7,1,1.0999999999999996
Veljko Ilic,rs SRB,GK,rs TSC,20,2003,5,5,450,16,31,16,0,1,1,0,0,12.0,14,48,164,23,37,88,5,3,0,-4.0
Vicente Guaita,es ESP,GK,Celta Vigo,36,1987,27,26,2403,39,120,83,6,5,4,0,1,39.7,137,356,589,134,213,420,23,27,1,0.7000000000000028
Viktor Baier,cz CZE,GK,cz Viktoria Plzeň,18,2005,3,3,270,0,5,5,3,0,0,0,0,0.6,15,44,81,8,16,44,3,4,0,0.6
Vincenzo Fiorillo,it ITA,GK,Salernitana,33,1990,4,4,360,8,26,18,0,0,0,0,0,7.3,27,96,72,9,54,77,4,1,0,-0.7000000000000002
Vitezslav Jaros,cz CZE,GK,at Sturm Graz,22,2001,4,4,360,5,21,16,1,0,0,0,0,6.9,12,48,94,25,22,52,3,4,0,1.9000000000000004
Vito Mannone,it ITA,GK,Lille,35,1988,5,4,361,3,15,12,2,0,0,0,0,4.9,10,32,119,15,8,41,2,8,0,1.9000000000000001
Vladan Kovačević,ba BIH,GK,pl Raków,25,1998,6,6,540,10,35,25,1,2,2,0,0,12.8,25,89,182,21,61,89,3,18,0,2.8000000000000007
Walter Benítez,ar ARG,GK,nl PSV Eindhoven,30,1993,8,8,720,13,34,21,1,0,0,0,0,10.9,33,86,220,27,50,89,1,6,0,-2.0999999999999996
Wes Foderingham,eng ENG,GK,Sheffield Utd,32,1991,30,29,2649,79,204,130,1,6,5,0,1,70.4,205,618,783,101,262,468,28,42,1,-8.599999999999994
Wladimiro Falcone,it ITA,GK,Lecce,28,1995,38,38,3420,54,173,119,7,6,5,1,0,51.0,152,489,893,159,248,522,20,20,1,-3.0
Wojciech Szczęsny,pl POL,GK,Juventus,33,1990,35,35,3150,30,108,79,15,3,2,1,0,28.3,147,340,828,134,174,555,26,20,1,-1.6999999999999993
Yann Sommer,ch SUI,GK,it Inter,34,1988,41,41,3720,23,127,103,23,4,2,1,1,32.4,120,281,1314,152,240,503,24,18,2,9.4
Yassine Bounou,ma MAR,GK,Sevilla,32,1991,1,1,90,2,3,1,0,0,0,0,0,1.1,6,16,24,4,7,9,0,0,0,-0.8999999999999999
Yehvann Diouf,sn SEN,GK,Reims,23,1999,34,34,3060,47,137,90,8,7,6,1,0,42.7,124,353,1135,179,157,522,38,46,1,-4.299999999999997
Yuri Lodygin,ru RUS,GK,gr Panathinaikos,33,1990,1,1,90,2,4,2,0,0,0,0,0,1.7,4,11,26,5,2,5,0,3,0,-0.30000000000000004
Yvon Mvogo,ch SUI,GK,Lorient,29,1994,34,34,3060,66,207,142,4,8,8,0,0,64.0,139,378,921,162,228,591,24,13,0,-2.0
Álex Remiro,es ESP,GK,Real Sociedad,28,1995,45,45,3995,42,155,113,19,6,5,1,0,45.8,237,584,1319,119,193,464,20,60,1,3.799999999999999
Álvaro Vallés,es ESP,GK,Las Palmas,26,1997,37,37,3263,44,152,108,8,9,5,3,1,48.7,137,447,1762,194,151,521,29,96,4,4.700000000000003
Ørjan Nyland,no NOR,GK,Sevilla,32,1990,26,26,2340,31,116,86,6,4,4,0,0,34.1,182,483,647,118,220,385,20,17,0,3.1000000000000005
Đorđe Petrović,rs SRB,GK,Chelsea,23,1999,23,22,1987,38,108,73,5,2,1,0,1,28.3,67,214,655,97,149,312,20,20,1,-9.7
İrfan Can Eğribayat,tr TUR,GK,tr Fenerbahçe,25,1998,4,4,360,3,16,14,1,0,0,0,0,2.8,13,28,119,18,18,46,7,1,0,-0.20000000000000018
Łukasz Fabiański,pl POL,GK,West Ham,38,1985,19,16,1531,27,89,63,5,3,3,0,0,27.6,96,224,365,80,109,225,15,5,0,0.6000000000000005
Łukasz Skorupski,pl POL,GK,Bologna,32,1991,32,32,2880,29,106,77,13,6,3,1,2,26.6,103,297,829,136,188,432,12,15,3,-2.3999999999999986
