Player,Team,League,Nationality,Matches,Minutes,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Attempted Goal Kicks,Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Pass Length,Goal Kick Length,Distance of Defensive Actions
Gabriel Kobylak,Legia Warsaw,Europa Conference League,pl POL,4,360,5.75,1.25,4.5,1.45,0.2,0.5,2.0,5.75,17.25,3.25,6.0,11.75,0.5,0.25,5.0,30.26,16.3
Gauthier Gallon,Rennes,Ligue 1,fr FRA,1,45,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,30.0,4.0,8.0,4.0,0.0,2.0,3.17,26.3,28.0
Gautier Larsonneur,Saint-Étienne,Ligue 1,fr FRA,33,2970,6.24,2.33,3.91,2.23,-0.11,0.12,3.97,14.73,29.64,4.39,6.21,15.45,0.73,1.0,4.94,40.52,18.07
Gerónimo Rulli,Marseille,Ligue 1,ar ARG,34,3060,3.97,1.38,2.56,1.39,0.01,0.15,2.71,5.94,32.26,3.91,3.09,9.09,0.82,1.74,2.97,32.68,21.54
Gianluigi Donnarumma,Paris S-G,Champions League / Ligue 1,it ITA,39,3441,3.19,1.02,2.2,0.96,-0.07,0.26,1.99,6.09,23.17,3.87,4.68,9.47,0.63,0.86,4.28,32.24,17.24
Giorgi Mamardashvili,Valencia,La Liga,ge GEO,34,3060,4.0,1.41,2.62,1.35,-0.06,0.24,4.15,13.21,25.26,3.94,6.44,13.88,0.97,1.12,5.24,49.58,19.95
Giuseppe Ciocci,Cagliari,Serie A,it ITA,1,9,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,,21.0
Gregor Kobel,Dortmund,Bundesliga / Champions League,ch SUI,45,4050,4.13,1.47,2.69,1.44,-0.02,0.24,3.38,10.11,33.89,4.11,3.73,12.09,0.62,1.49,3.38,41.91,19.1
Grégoire Coudert,Brest,Champions League / Ligue 1,fr FRA,3,270,7.33,4.0,3.67,2.83,-1.17,0.0,4.33,13.33,29.67,5.33,5.33,12.67,1.0,1.67,6.14,49.92,18.78
Guglielmo Vicario,Tottenham,Europa League / Premier League,it ITA,33,2970,4.0,1.27,2.82,1.34,0.07,0.24,1.67,5.33,31.45,4.67,3.48,13.27,1.27,1.12,3.47,29.86,18.01
Guillaume Restes,Toulouse,Ligue 1,fr FRA,29,2543,3.26,1.27,2.05,0.99,-0.31,0.28,2.83,10.12,23.89,2.94,4.78,12.74,0.18,1.2,3.71,42.82,20.06
Günay Güvenç,Galatasaray,Europa League,0,4,360,6.25,2.0,4.25,2.4,0.4,0.0,3.5,6.25,32.0,3.75,4.25,9.0,0.5,1.5,3.17,25.13,16.47
Hendrik Bonmann,Ludogorets,Europa League,de GER,4,360,6.0,1.0,5.0,1.68,0.68,0.5,6.75,19.75,41.75,5.0,8.25,19.25,1.75,0.75,4.13,48.28,14.8
Heorhiy Bushchan,Dynamo Kyiv,Europa League,ua UKR,5,450,8.8,2.8,5.8,2.9,0.1,0.0,5.0,15.2,33.4,5.6,3.8,14.0,0.6,0.8,5.89,51.95,16.0
Hervé Koffi,Lens,Ligue 1,bf BFA,5,450,5.2,1.6,3.6,2.2,0.6,0.0,2.8,8.4,23.0,4.4,3.8,10.6,0.8,0.4,6.5,36.43,10.8
Hákon Rafn Valdimarsson,Brentford,Premier League,is ISL,2,145,2.48,1.24,1.86,0.31,-0.93,0.62,9.31,23.59,33.52,4.34,9.93,9.93,1.24,0.0,4.56,59.24,
Ingvar Jónsson,KV,Europa Conference League,is ISL,8,720,4.75,1.38,3.38,1.71,0.34,0.25,5.12,14.62,35.75,3.62,4.88,15.62,0.88,2.25,3.26,40.3,18.27
Ionuț Radu,Venezia,Serie A,ro ROU,15,1350,4.33,1.2,3.13,1.28,0.08,0.27,4.47,18.33,31.33,4.07,4.87,14.33,0.87,0.2,5.01,55.26,13.3
Isak Pettersson,Elfsborg,Europa League,se SWE,8,720,5.75,1.75,4.25,1.74,-0.01,0.38,4.88,22.75,26.5,4.0,8.5,21.75,1.12,0.62,6.33,57.01,17.24
Ivan Guteša,Red Star,Champions League,rs SRB,3,270,5.0,1.0,4.0,1.63,0.63,0.33,6.67,17.33,20.67,4.0,10.0,12.67,0.33,0.33,7.33,48.36,14.8
Ivan Nevistić,Dinamo Zagreb,Champions League,hr CRO,5,450,6.8,3.0,3.8,2.98,-0.02,0.2,5.2,15.6,26.4,2.6,6.8,15.0,0.2,0.0,3.64,40.26,
Ivan Provedel,Lazio,Europa League / Serie A,it ITA,32,2880,3.31,1.38,2.0,1.09,-0.28,0.19,5.12,13.34,34.72,3.41,3.78,12.94,0.97,1.03,3.39,47.32,20.39
Ivica Ivušić,Pafos FC,Europa Conference League,hr CRO,9,810,2.67,1.11,1.56,1.1,-0.01,0.33,3.11,9.44,25.0,4.11,4.0,9.78,0.56,1.11,5.03,30.88,18.99
Iván Villar,Celta Vigo,La Liga,es ESP,4,360,4.5,2.25,2.5,2.05,-0.2,0.0,0.75,5.5,20.5,3.75,8.75,16.25,0.25,1.25,4.25,26.84,23.04
Iñaki Peña,Barcelona,Champions League / La Liga,es ESP,21,1846,2.97,1.12,1.85,1.01,-0.11,0.34,1.37,5.02,33.64,4.58,4.97,9.17,0.24,5.07,3.36,30.92,24.22
Jack Butland,Rangers,Europa League,eng ENG,9,810,3.78,1.33,2.56,1.26,-0.08,0.22,6.78,17.44,26.22,3.33,8.44,17.11,0.67,0.44,4.84,50.06,16.27
Jacob Karlstrom,Molde,Europa Conference League,no NOR,4,360,4.0,1.25,2.75,1.55,0.3,0.25,2.75,11.5,55.5,5.0,5.75,20.5,1.5,2.5,2.49,34.46,19.5
Jacob Rinne,Djurgården,Europa Conference League,se SWE,9,735,3.55,1.35,2.45,1.08,-0.27,0.24,3.55,12.24,26.94,3.43,6.73,14.2,0.98,1.1,4.05,41.95,19.21
Jacopo Seghetti,Empoli,Serie A,it ITA,1,90,6.0,3.0,3.0,1.9,-1.1,0.0,3.0,9.0,16.0,5.0,5.0,4.0,0.0,1.0,10.56,39.0,26.0
Jakub Stolarczyk,Leicester City,Premier League,pl POL,10,900,4.4,1.6,2.8,1.54,-0.06,0.2,5.7,19.5,32.8,3.6,5.8,16.9,1.0,0.8,3.69,50.17,22.75
Jan Oblak,Atlético Madrid,Champions League / La Liga,si SVN,46,4140,3.48,0.96,2.57,0.88,-0.08,0.37,2.96,7.67,18.3,5.04,7.17,12.96,0.91,0.72,8.25,37.65,19.57
Janis Blaswich,RB Salzburg,Champions League,de GER,5,381,5.91,3.31,2.6,2.36,-0.94,0.0,3.31,10.39,24.8,3.07,6.38,11.34,0.24,1.42,3.48,38.59,16.7
Jason Steele,Brighton,Premier League,eng ENG,2,180,2.0,0.5,1.5,0.2,-0.3,0.5,3.5,8.0,55.0,3.5,1.0,11.0,1.0,1.5,1.74,43.0,15.97
Jasper Cillessen,Las Palmas,La Liga,nl NED,27,2335,4.93,1.62,3.28,1.69,0.07,0.12,4.78,15.76,31.07,5.47,6.9,15.92,0.5,0.77,5.88,43.14,19.46
Jay Gorter,Ajax,Europa League,nl NED,1,67,4.03,2.69,1.34,1.34,-1.34,0.0,4.03,8.06,36.27,4.03,2.69,8.06,0.0,0.0,2.99,44.5,
Jean Butez,Como,Serie A,fr FRA,19,1666,3.67,1.08,2.59,1.07,-0.01,0.27,4.86,12.7,38.3,4.97,2.32,10.26,1.19,2.76,4.04,42.71,21.03
Jeroen Zoet,AZ Alkmaar,Europa League,nl NED,1,90,5.0,1.0,4.0,2.6,1.6,0.0,5.0,22.0,25.0,5.0,10.0,25.0,2.0,0.0,7.76,49.8,
Jesse Joronen,Venezia,Serie A,fi FIN,8,703,5.12,1.92,3.46,1.61,-0.31,0.26,2.56,10.75,33.29,5.89,5.25,16.0,0.77,0.64,5.35,34.88,11.36
Jesús Owono,Alavés,La Liga,gq EQG,6,487,2.59,1.29,1.29,1.0,-0.3,0.0,8.5,19.4,23.29,2.22,6.65,12.2,1.11,0.37,4.34,67.55,12.0
Joakim Persson,Malmö,Europa League,se SWE,1,90,5.0,2.0,3.0,1.2,-0.8,0.0,4.0,14.0,24.0,6.0,5.0,14.0,1.0,0.0,8.35,53.8,
Joan García,Espanyol,La Liga,es ESP,38,3420,5.05,1.34,3.68,1.52,0.18,0.21,5.11,13.84,27.37,5.18,5.68,17.63,1.68,0.92,6.31,48.48,15.77
Joe Lumley,Southampton,Premier League,eng ENG,3,270,6.67,2.33,4.33,2.57,0.23,0.0,5.0,16.67,45.0,4.67,5.0,18.67,0.67,2.33,2.98,24.02,26.83
Joel Drommel,PSV Eindhoven,Champions League,nl NED,1,90,6.0,3.0,3.0,3.3,0.3,0.0,7.0,14.0,40.0,4.0,5.0,11.0,0.0,0.0,3.25,32.8,
Johan Dahlin,Malmö,Europa League,se SWE,3,225,4.4,1.6,2.8,1.32,-0.28,0.0,0.4,5.2,14.8,4.0,10.0,10.0,0.4,0.8,7.03,27.44,30.0
Jonas Lössl,Midtjylland,Europa League,dk DEN,5,380,5.68,2.13,3.55,1.97,-0.17,0.47,8.76,18.95,33.87,3.08,7.11,13.26,0.71,1.18,3.36,43.55,15.68
Jonas Omlin,Gladbach,Bundesliga,ch SUI,12,979,6.62,2.39,4.14,2.2,-0.19,0.09,6.25,17.47,41.64,4.23,5.24,15.26,0.28,1.2,3.29,44.21,20.92
Jonas Urbig,Bayern Munich,Bundesliga / Champions League,de GER,12,1023,3.52,1.41,2.11,1.17,-0.24,0.35,3.52,11.09,33.08,3.61,2.38,10.82,0.44,2.38,3.46,45.72,21.02
Jordan Pickford,Everton,Premier League,eng ENG,38,3420,4.29,1.16,3.08,1.29,0.14,0.32,8.0,21.21,35.66,4.24,6.08,14.68,0.82,1.5,4.6,48.68,19.15
Josep Martinez,Inter,Champions League / Serie A,es ESP,6,540,3.17,0.5,2.67,0.72,0.22,0.67,4.33,9.5,43.5,3.67,4.67,16.0,0.67,0.5,2.4,32.68,22.33
Josip Condric,Astana FK,Europa Conference League,hr CRO,3,270,5.33,0.67,4.67,1.4,0.73,0.33,5.67,22.33,30.33,6.0,14.33,17.67,0.0,1.0,7.04,51.04,21.57
José Sá,Wolves,Premier League,pt POR,29,2609,4.04,1.66,2.38,1.47,-0.18,0.24,3.24,13.18,26.6,4.17,5.17,14.9,1.1,1.48,5.38,41.49,18.37
Juan Musso,Atalanta / Atlético Madrid,La Liga / Serie A,ar ARG,3,270,2.0,0.0,2.0,0.27,0.27,1.0,1.67,9.67,21.67,5.0,9.0,12.67,0.67,0.33,6.16,41.6,17.5
Juan Soriano,Leganés,La Liga,es ESP,6,540,4.17,1.17,3.17,1.47,0.3,0.17,6.0,20.0,21.83,3.33,9.0,21.67,1.17,0.0,6.29,62.78,
Julen Agirrezabala,Athletic Club,Europa League / La Liga,es ESP,27,2376,2.99,0.98,1.97,1.06,0.07,0.38,4.2,12.23,22.65,3.33,4.51,9.7,0.98,1.17,4.76,53.84,18.58
Justin Bijlow,Feyenoord,Champions League,nl NED,2,125,5.76,0.72,5.04,2.02,1.3,0.72,6.48,20.88,28.08,1.44,12.96,28.8,2.16,0.0,1.58,54.38,
Jörg Siebenhandl,LASK,Europa Conference League,at AUT,4,276,3.59,1.3,2.28,1.37,0.07,0.33,0.98,2.93,19.89,3.91,3.59,10.76,0.33,1.96,4.36,19.45,19.77
Kacper Tobiasz,Legia Warsaw,Europa Conference League,pl POL,4,360,4.5,0.75,3.5,1.42,0.68,0.75,4.25,12.25,23.75,3.75,6.5,17.25,1.0,1.0,5.8,37.92,13.6
Kamil Grabara,Wolfsburg,Bundesliga,pl POL,29,2585,4.77,1.71,3.06,1.74,-0.0,0.17,6.48,17.79,34.09,3.97,5.36,14.38,0.52,0.66,4.1,51.87,16.13
Karl Jakob Hein,Valladolid,La Liga,ee EST,31,2790,5.26,2.19,3.1,1.89,-0.3,0.16,5.32,14.58,30.35,4.39,7.23,15.29,1.1,1.1,4.83,51.71,20.03
Karl-Johan Johnsson,Strasbourg,Ligue 1,se SWE,3,270,7.33,2.0,5.33,2.23,0.23,0.0,2.0,7.33,40.67,7.0,2.33,16.0,0.67,1.0,4.09,39.69,12.0
Kasper Schmeichel,Celtic,Champions League,dk DEN,10,900,5.4,1.7,3.8,1.75,0.05,0.3,2.4,5.9,33.2,4.3,6.6,15.6,0.2,0.5,3.33,29.76,15.42
Kauã Santos,Eint Frankfurt,Bundesliga / Europa League,br BRA,14,1215,5.7,1.41,4.3,1.61,0.21,0.22,4.52,13.7,30.0,4.3,5.11,15.48,2.07,1.56,4.63,43.69,16.25
Kepa Arrizabalaga,Bournemouth,Premier League,es ESP,31,2790,4.32,1.26,3.06,1.32,0.06,0.26,4.26,11.77,26.81,3.94,6.19,11.84,0.71,1.74,4.74,38.72,20.6
Kevin Müller,Heidenheim,Bundesliga / Europa Conference League,de GER,38,3389,5.05,1.81,3.24,1.74,-0.07,0.24,4.62,12.85,31.52,4.65,8.37,14.26,0.72,0.66,4.86,38.13,16.09
Kevin Trapp,Eint Frankfurt,Bundesliga / Europa League,de GER,33,2925,4.22,1.26,2.95,1.28,0.01,0.28,3.38,11.51,30.71,4.49,5.48,15.82,0.89,1.05,4.13,37.35,18.55
Kjell Scherpen,Sturm Graz,Champions League,nl NED,6,540,5.83,1.83,4.0,2.1,0.27,0.17,4.67,15.5,26.83,3.17,6.67,17.5,1.33,0.67,4.12,49.58,11.73
Kjetil Haug,Toulouse,Ligue 1,no NOR,6,498,2.89,1.27,1.63,1.23,-0.04,0.18,2.89,10.84,17.17,2.35,6.33,13.01,0.9,0.54,4.27,49.09,16.77
Kostas Tzolakis,Olympiacos,Europa League,gr GRE,10,897,3.41,0.7,2.71,1.01,0.31,0.6,5.62,16.96,22.27,4.52,4.41,8.13,1.1,3.41,8.64,53.98,21.29
Krapyvtsov Vladyslav,Girona,La Liga,ua UKR,2,180,9.0,3.5,5.5,3.15,-0.35,0.0,5.0,10.5,31.5,6.5,3.5,13.5,0.5,0.5,7.22,28.6,16.8
Lars Unnerstall,Twente,Europa League,de GER,9,730,4.44,1.36,3.21,1.22,-0.14,0.25,4.56,14.18,28.85,3.95,5.05,12.82,0.49,1.36,4.63,30.75,16.31
Lasse Rieß,Mainz 05,Bundesliga,de GER,2,180,4.0,1.0,3.0,1.1,0.1,0.0,6.5,21.5,36.0,3.5,6.0,11.5,1.0,4.0,4.22,45.6,18.35
Lawrence Ati-Zigi,St. Gallen,Europa Conference League,gh GHA,6,540,8.33,3.0,5.5,2.6,-0.4,0.0,4.5,9.5,32.17,4.5,6.67,13.5,1.0,1.33,4.15,29.06,18.81
Leandro Chichizola,Parma,Serie A,ar ARG,1,90,6.0,3.0,3.0,2.5,-0.5,0.0,3.0,16.0,41.0,5.0,8.0,21.0,2.0,2.0,4.13,34.4,16.3
Leo Román,Mallorca,La Liga,es ESP,7,630,7.0,1.43,5.57,1.93,0.5,0.29,6.86,19.86,26.86,2.57,7.43,18.14,1.14,0.86,3.99,57.47,11.43
Liam Kelly,Rangers,Europa League,sct SCO,2,180,3.0,1.0,1.5,1.55,0.55,0.5,5.5,21.0,26.5,4.0,9.5,24.5,2.0,2.0,5.96,57.27,16.85
Lorenzo Montipò,Hellas Verona,Serie A,it ITA,36,3240,4.47,1.78,2.69,1.41,-0.37,0.22,5.83,20.0,21.11,2.53,8.28,13.83,0.83,0.64,4.77,59.26,14.67
Lorenzo Torriani,Milan,Champions League,it ITA,1,40,9.0,2.25,6.75,3.15,0.9,0.0,0.0,4.5,27.0,2.25,6.75,9.0,0.0,0.0,2.65,20.0,
Lovro Štubljar,NK Celje,Europa Conference League,si SVN,2,180,6.0,2.5,3.0,1.95,-0.55,0.0,9.5,18.5,28.5,6.5,10.0,14.5,2.0,0.0,8.58,47.03,
Luca Philipp,Hoffenheim,Bundesliga / Europa League,de GER,7,630,5.86,2.57,3.43,1.91,-0.66,0.0,5.29,16.71,26.0,3.57,6.43,15.43,0.57,0.71,5.03,41.34,16.98
Lucas Chevalier,Lille,Champions League / Ligue 1,fr FRA,44,3960,3.89,1.11,2.8,1.31,0.2,0.27,3.55,9.39,28.89,4.05,3.36,11.02,0.59,0.61,4.09,39.18,17.21
Lucas Perri,Lyon,Europa League / Ligue 1,br BRA,44,3960,4.73,1.32,3.41,1.48,0.16,0.3,3.11,9.98,27.8,5.14,4.8,12.39,0.84,0.77,5.63,36.61,18.74
Luiz Lúcio Reis Júnior,Villarreal,La Liga,br BRA,17,1458,4.07,1.11,2.96,1.1,-0.01,0.37,3.77,10.99,24.2,5.93,6.11,15.8,0.99,1.23,7.87,43.6,17.65
Lukas Jungwirth,LASK,Europa Conference League,at AUT,3,262,6.53,3.44,3.44,2.85,-0.58,0.0,3.78,10.65,29.89,4.81,6.53,19.92,2.4,0.34,4.57,40.7,15.7
Lukáš Horníček,Braga,Europa League,cz CZE,4,290,4.97,1.24,3.72,1.58,0.34,0.31,3.72,12.72,28.24,4.03,4.97,16.45,0.62,2.79,4.42,32.81,15.53
Lukáš Hrádecký,Leverkusen,Bundesliga / Champions League,fi FIN,33,2970,4.21,1.33,2.97,1.28,-0.05,0.24,4.03,10.39,26.91,3.79,4.73,10.27,0.39,1.39,4.21,40.45,20.76
Lukáš Zima,FCSB,Europa League,cz CZE,1,90,6.0,4.0,2.0,3.2,-0.8,0.0,2.0,6.0,19.0,5.0,6.0,10.0,0.0,0.0,7.58,27.7,
Léon-Maurice Pöhls,Shamrock Rov,Europa Conference League,de GER,6,540,3.83,1.5,2.33,1.32,-0.18,0.17,2.67,10.5,17.33,3.67,6.83,19.0,0.33,0.67,6.78,42.04,15.75
Maarten Vandevoordt,RB Leipzig,Bundesliga / Champions League,be BEL,8,609,4.14,1.63,2.51,1.3,-0.33,0.3,3.4,9.75,28.37,5.02,6.95,15.07,1.18,2.36,4.84,42.73,19.34
Mads Hermansen,Leicester City,Premier League,dk DEN,27,2385,5.85,2.19,3.74,2.12,-0.06,0.04,4.3,17.77,34.94,5.02,5.4,15.81,0.98,0.98,4.86,51.5,18.37
Mads Kikkenborg,Anderlecht,Europa League,dk DEN,1,90,5.0,4.0,2.0,2.5,-1.5,0.0,5.0,9.0,27.0,2.0,5.0,8.0,0.0,1.0,2.14,19.8,11.8
Maduka Okoye,Udinese,Serie A,ng NGA,25,2250,4.4,1.6,2.92,1.49,-0.11,0.16,4.8,11.68,31.04,3.2,3.96,12.6,0.56,0.92,2.96,47.25,17.41
Malkolm Nilsson,Djurgården,Europa Conference League,se SWE,2,165,3.82,0.55,3.27,0.93,0.33,0.0,3.82,15.82,21.27,3.27,9.27,21.27,0.55,0.0,6.05,53.86,
Manolis Saliakas,St. Pauli,Bundesliga,gr GRE,1,1,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Manuel Neuer,Bayern Munich,Bundesliga / Champions League,de GER,32,2802,2.12,0.84,1.28,0.75,-0.09,0.48,4.43,9.09,39.64,4.01,2.6,6.75,0.22,2.18,2.76,35.0,26.38
Marc-André ter Stegen,Barcelona,Champions League / La Liga,de GER,9,764,3.53,1.3,2.24,1.0,-0.29,0.12,2.24,5.18,32.28,6.13,3.89,11.66,1.06,2.59,5.14,35.01,18.69
Marcin Bułka,Nice,Europa League / Ligue 1,pl POL,40,3600,4.92,1.38,3.58,1.37,-0.0,0.2,3.22,7.85,28.05,5.08,4.85,13.4,1.15,1.25,5.13,32.03,17.92
Marco Bizot,Brest,Champions League / Ligue 1,nl NED,41,3690,4.17,1.66,2.54,1.46,-0.2,0.29,7.27,16.98,27.66,4.07,6.2,13.9,1.07,1.68,5.25,49.86,19.9
Marco Carnesecchi,Atalanta,Champions League / Serie A,it ITA,43,3870,3.53,1.0,2.58,1.01,0.01,0.42,3.74,11.35,25.21,4.63,5.88,8.81,0.53,1.4,5.81,49.51,17.91
Marco Silvestri,Empoli,Serie A,it ITA,5,450,5.4,2.2,3.4,1.6,-0.6,0.0,7.0,17.0,27.0,3.2,2.6,12.4,0.2,0.8,4.75,25.23,12.75
Marco Sportiello,Milan,Serie A,it ITA,2,126,4.29,1.43,2.86,1.5,0.07,0.71,3.57,9.29,32.86,5.71,10.0,10.71,0.71,2.14,4.7,30.66,32.7
Marius Müller,Wolfsburg,Bundesliga,de GER,6,475,4.36,0.95,3.41,1.44,0.49,0.19,7.01,18.38,34.86,5.49,6.44,18.76,1.71,0.57,5.61,51.34,14.53
Mark Flekken,Brentford,Premier League,nl NED,37,3275,5.58,1.51,4.12,1.45,-0.09,0.19,6.84,18.11,41.17,3.35,5.83,15.97,1.26,0.93,2.75,54.86,14.79
Mark Travers,Bournemouth,Premier League,ie IRL,5,450,5.0,1.0,4.0,1.88,0.88,0.2,6.6,14.6,20.6,5.8,7.8,12.6,0.2,1.0,9.92,55.82,14.82
Marko Dmitrović,Leganés,La Liga,rs SRB,32,2880,4.69,1.53,3.22,1.57,0.03,0.31,6.28,23.91,23.22,3.5,9.47,18.09,1.53,1.66,6.83,66.18,17.11
Marko Ilić,Red Star,Champions League,rs SRB,2,180,8.5,5.0,3.5,4.35,-0.65,0.0,6.0,22.5,18.5,3.0,12.5,14.5,1.0,0.0,7.37,53.22,
Martin Dúbravka,Newcastle Utd,Premier League,sk SVK,10,900,4.1,1.2,2.9,1.28,0.08,0.5,1.8,8.0,27.3,5.4,5.9,12.7,1.0,1.1,4.93,45.36,20.27
Martin Jedlička,Viktoria Plzeň,Europa League,cz CZE,12,1080,4.92,1.33,3.5,1.7,0.37,0.25,5.92,16.92,24.33,2.67,5.67,14.67,0.83,1.08,4.52,53.51,22.81
Marvin Keller,Young Boys,Champions League,ch SUI,4,360,6.0,2.25,4.0,1.92,-0.32,0.0,3.0,13.25,41.25,4.75,2.75,19.0,0.0,0.5,3.57,43.45,15.3
Matej Kovar,Leverkusen,Bundesliga / Champions League,cz CZE,11,990,2.64,1.0,1.73,0.81,-0.19,0.55,3.82,8.36,26.73,3.36,4.0,9.91,0.64,0.82,3.45,38.1,19.71
Mateusz Kochalski,Qarabağ,Europa League,pl POL,6,540,7.17,2.5,4.67,2.82,0.32,0.0,3.67,13.83,31.83,3.5,5.0,11.17,0.5,1.0,3.68,46.23,17.68
Matevž Vidovšek,Olimpija,Europa Conference League,si SVN,8,720,4.25,0.88,3.12,1.48,0.6,0.62,4.25,10.0,24.75,4.25,6.38,17.12,1.12,0.75,5.62,36.29,21.08
Matheus,Ajax / Braga,Europa League,br BRA,6,517,5.57,2.09,3.48,1.74,-0.35,0.17,2.79,8.36,36.21,3.66,6.09,14.8,0.7,2.61,2.93,27.19,23.36
Mathew Ryan,Lens,Ligue 1,au AUS,14,1260,4.43,1.21,3.14,1.39,0.18,0.43,3.29,9.64,24.43,5.64,4.71,12.57,1.43,0.71,7.26,35.25,17.59
Mathieu Gorgelin,Le Havre,Ligue 1,fr FRA,16,1440,5.12,2.06,3.12,2.14,0.08,0.06,4.94,11.44,27.19,4.69,6.19,16.81,1.31,0.5,5.54,34.63,16.73
