Player,Team,League,Nationality,Matches,Minutes,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Attempted Goal Kicks,Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Pass Length,Goal Kick Length,Distance of Defensive Actions
Matjaž Rozman,NK Celje,Europa Conference League,si SVN,4,360,5.0,2.0,3.0,1.72,-0.28,0.0,3.75,8.75,24.5,5.0,8.0,13.25,0.25,0.0,6.33,31.14,
Matouš Trmal,Mladá Boleslav,Europa Conference League,cz CZE,6,540,6.5,1.67,5.0,1.77,0.1,0.17,3.17,13.83,32.67,5.5,7.33,14.67,1.17,1.0,5.19,50.75,16.62
Mattia Perin,Juventus,Champions League / Serie A,it ITA,8,660,5.05,0.95,3.95,1.46,0.5,0.41,2.59,8.59,33.14,6.41,3.14,12.41,0.68,0.55,5.51,40.77,21.88
Matvei Safonov,Paris S-G,Champions League / Ligue 1,ru RUS,12,1059,2.8,0.85,2.04,0.78,-0.07,0.34,3.48,9.43,26.52,4.33,4.93,9.26,0.59,1.53,4.69,32.2,20.42
Matz Sels,Nott'ham Forest,Premier League,be BEL,38,3420,4.34,1.21,3.13,1.29,0.08,0.34,6.42,18.37,18.82,2.18,7.11,18.68,0.5,0.32,4.89,54.29,16.31
Maxime Delanghe,Cercle Brugge,Europa Conference League,be BEL,7,599,4.36,1.5,2.85,1.56,0.06,0.3,7.51,24.34,21.94,1.2,6.46,12.32,0.75,0.9,2.59,63.95,24.27
Maxime Dupé,Nice,Europa League,fr FRA,2,180,4.0,1.0,3.0,1.1,0.1,0.0,2.0,3.5,26.0,6.0,6.5,9.5,0.5,0.5,5.42,24.68,19.0
Melvin Zinga,Angers,Ligue 1,fr FRA,1,90,4.0,2.0,2.0,2.4,0.4,0.0,2.0,11.0,22.0,4.0,11.0,20.0,1.0,2.0,7.09,25.6,16.8
Mert Günok,Beşiktaş,Europa League,tr TUR,5,450,6.4,2.0,4.4,2.64,0.64,0.0,3.6,12.2,26.2,5.4,6.8,14.0,0.6,0.2,7.02,36.98,14.0
Michael Zetterer,Werder Bremen,Bundesliga,de GER,34,3060,4.59,1.68,3.0,1.56,-0.11,0.29,3.94,10.88,35.41,5.53,3.15,13.65,1.03,1.0,4.89,36.77,18.93
Michele Di Gregorio,Juventus,Champions League / Serie A,it ITA,41,3658,3.2,0.96,2.24,0.91,-0.05,0.42,3.91,10.41,26.25,4.11,4.55,13.8,0.86,0.84,4.89,45.46,20.33
Mike Maignan,Milan,Champions League / Serie A,fr FRA,47,4154,4.01,1.15,2.9,1.03,-0.12,0.28,3.12,8.17,36.05,4.57,5.16,11.76,0.71,1.84,3.44,39.0,22.9
Mile Svilar,Roma,Europa League / Serie A,rs SRB,50,4500,3.8,0.96,2.88,1.13,0.17,0.38,3.56,11.06,32.64,4.48,5.6,13.24,0.88,0.92,4.17,44.97,17.0
Moritz Nicolas,Gladbach,Bundesliga,de GER,19,1639,5.05,1.37,3.79,1.64,0.26,0.22,5.22,10.93,40.31,4.83,3.29,17.52,0.99,0.77,3.28,39.82,21.06
Muhammed Şengezer,Başakşehir,Europa Conference League,tr TUR,4,360,5.75,1.25,4.5,1.72,0.48,0.0,6.25,21.5,35.5,3.0,4.0,14.5,1.5,0.75,3.22,48.87,18.5
Mukhammedzhan Seysen,Astana FK,Europa Conference League,kz KAZ,2,180,12.5,2.0,10.5,3.25,1.25,0.0,3.5,19.0,26.5,6.0,12.5,23.5,1.5,1.5,7.35,52.52,18.8
Nathan Trott,FC Copenhagen,Europa Conference League,eng ENG,5,450,4.2,1.6,2.6,1.38,-0.22,0.2,2.4,7.6,28.4,2.4,3.4,8.4,0.2,0.2,2.58,26.2,9.3
Nediljko Labrović,Augsburg,Bundesliga,hr CRO,15,1350,4.93,2.13,2.8,1.71,-0.42,0.13,5.53,14.67,26.47,4.8,7.0,14.47,0.8,1.2,6.05,47.44,17.1
Neofytos Michael,Pafos FC,Europa Conference League,cy CYP,1,90,5.0,2.0,3.0,1.9,-0.1,0.0,1.0,2.0,21.0,5.0,6.0,4.0,0.0,0.0,5.0,18.2,
Neto,Arsenal / Bournemouth,Champions League / Premier League,br BRA,3,270,5.33,1.0,4.33,1.57,0.57,0.0,4.33,13.0,27.33,4.67,5.67,12.67,1.33,2.67,5.56,38.94,16.79
Nick Pope,Newcastle Utd,Premier League,eng ENG,28,2520,4.29,1.25,3.07,1.25,-0.0,0.29,2.57,9.18,21.25,6.86,6.68,12.82,1.39,2.29,9.44,43.65,19.32
Nicola Leali,Genoa,Serie A,it ITA,29,2610,3.83,1.07,2.83,1.18,0.11,0.34,5.17,13.48,24.9,3.86,7.38,13.45,0.72,0.48,5.11,41.09,17.66
Nikita Haikin,Bodø/Glimt,Europa League,ru RUS,16,1440,5.44,1.56,3.88,1.83,0.27,0.19,4.94,14.0,39.88,4.75,5.38,18.38,0.88,1.44,3.85,40.26,17.91
Niklas Hedl,Rapid Wien,Europa Conference League,at AUT,10,900,4.3,1.1,3.2,1.23,0.13,0.4,2.7,8.5,27.7,4.2,4.9,13.0,0.6,1.9,4.41,44.39,23.41
Nikola Vasilj,St. Pauli,Bundesliga,ba BIH,33,2969,4.09,1.18,2.82,1.43,0.25,0.27,4.97,14.94,38.41,3.24,4.06,12.46,0.73,0.82,2.66,38.02,16.33
Noah Atubolu,Freiburg,Bundesliga,de GER,26,2307,4.68,1.44,3.16,1.45,0.0,0.39,6.2,16.15,39.48,4.29,4.92,14.71,1.33,1.09,3.51,51.48,15.94
Ognjen Čančarević,FC Noah,Europa Conference League,am ARM,3,270,10.33,3.0,7.33,2.87,-0.13,0.33,3.67,10.0,30.33,5.33,7.67,12.0,0.0,1.0,5.67,27.46,19.2
Oliver Baumann,Hoffenheim,Bundesliga / Europa League,de GER,35,3150,4.77,1.83,2.91,1.78,-0.05,0.17,5.63,15.91,32.4,4.09,4.63,13.89,0.63,1.03,4.44,48.31,17.54
Omri Glazer,Red Star,Champions League,il ISR,3,270,5.0,3.0,2.0,1.73,-1.27,0.0,3.67,7.33,23.33,3.0,6.67,11.67,0.33,0.0,3.95,25.93,
Oscar Jansson,Djurgården,Europa Conference League,se SWE,2,180,2.0,1.5,0.5,0.75,-0.75,0.0,2.5,6.0,18.5,2.0,5.0,13.0,0.0,3.0,3.05,43.78,22.2
Panagiotis Retsos,Olympiacos,Europa League,gr GRE,1,1,0.0,0.0,0.0,0.0,0.0,90.0,180.0,180.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Patrick Drewes,Bochum,Bundesliga,de GER,21,1889,4.72,2.19,2.43,2.02,-0.18,0.1,10.39,23.06,32.45,3.1,8.43,13.58,0.57,1.57,3.5,52.58,19.12
Patrik Carlgren,Nantes,Ligue 1,se SWE,5,417,6.04,1.51,4.53,1.81,0.3,0.22,4.75,13.6,21.37,5.83,7.99,17.27,0.22,0.22,9.24,48.66,15.3
Pau López,Girona,Champions League / La Liga,es ESP,2,135,6.0,2.67,2.67,2.2,-0.47,0.0,4.0,10.67,37.33,4.67,5.33,26.0,3.33,0.67,3.93,36.24,9.8
Paulo Gazzaniga,Girona,Champions League / La Liga,ar ARG,43,3825,4.26,1.46,2.82,1.35,-0.12,0.21,2.66,8.56,28.54,3.79,5.27,11.6,0.92,0.82,3.79,40.6,17.82
Pepe Reina,Como,Serie A,es ESP,12,1034,3.57,1.22,2.35,1.05,-0.17,0.17,3.74,10.01,28.72,3.57,2.96,12.88,0.17,0.52,4.02,28.36,15.88
Peter Vindahl Jensen,Sparta Prague,Champions League,dk DEN,8,720,7.62,2.62,5.12,2.12,-0.5,0.12,5.25,18.5,30.38,4.75,6.5,15.0,0.88,0.88,5.97,55.19,15.04
Philipp Hofmann,Bochum,Bundesliga,de GER,1,1,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,270.0,0.0,90.0,0.0,0.0,0.0,0.0,10.0,
Philipp Köhn,Monaco,Champions League / Ligue 1,ch SUI,21,1890,3.19,1.05,2.14,0.89,-0.16,0.38,2.52,7.86,22.71,3.71,5.1,11.52,0.81,1.05,4.54,37.39,21.16
Pierluigi Gollini,Genoa,Serie A,it ITA,7,630,4.57,2.14,2.29,1.76,-0.39,0.14,4.71,10.71,28.29,3.0,7.43,13.14,0.29,0.29,3.16,44.4,22.0
Pietro Terracciano,Fiorentina,Europa Conference League / Serie A,it ITA,9,810,3.78,1.44,2.33,1.27,-0.18,0.22,3.22,7.22,26.0,2.89,4.44,8.22,0.22,0.56,3.14,25.49,17.88
Przemysław Tytoń,Twente,Europa League,pl POL,2,167,4.85,2.16,2.69,2.43,0.27,0.0,11.32,24.79,36.65,3.77,6.47,16.71,0.54,1.08,3.86,47.33,23.5
Péter Gulácsi,RB Leipzig,Bundesliga / Champions League,hu HUN,36,3171,4.8,1.48,3.32,1.5,0.03,0.4,2.53,6.98,25.43,4.85,7.12,14.82,0.79,0.96,5.27,32.1,19.33
Radosław Majecki,Monaco,Champions League / Ligue 1,pl POL,23,2070,4.78,1.57,3.22,1.66,0.1,0.22,1.83,8.3,22.39,5.65,6.43,10.52,0.87,0.83,7.51,38.72,15.87
Razvan Sava,Udinese,Serie A,ro ROU,12,1080,4.25,1.33,3.08,1.2,-0.13,0.33,3.67,12.33,28.08,2.17,4.58,16.83,0.33,1.08,2.37,47.55,19.55
Remko Pasveer,Ajax,Europa League,nl NED,11,923,4.58,0.98,3.61,1.37,0.35,0.39,5.85,17.65,37.54,3.71,3.9,16.67,1.46,0.68,3.03,43.91,19.26
Ricardo,Malmö,Europa League,br BRA,5,405,4.67,2.44,2.22,1.78,-0.67,0.22,1.78,11.56,22.0,3.11,5.78,16.22,0.89,0.44,4.78,50.7,16.9
Ricardo Manuel Silva,NK Celje,Europa Conference League,pt POR,6,540,4.5,1.83,2.67,1.45,-0.38,0.33,4.67,11.83,27.5,5.0,5.83,14.33,1.0,1.5,5.79,42.53,18.53
Robert Sánchez,Chelsea,Europa Conference League / Premier League,es ESP,33,2970,3.91,1.06,2.82,1.09,0.03,0.3,3.0,13.0,36.12,5.85,2.55,11.48,1.45,1.73,5.25,39.76,17.9
Robin Olsen,Aston Villa,Premier League,se SWE,4,226,5.58,2.39,3.19,2.51,0.12,0.4,7.57,21.5,29.87,0.4,10.35,15.93,1.19,0.0,0.52,59.97,
Robin Zentner,Mainz 05,Bundesliga,de GER,32,2880,4.44,1.28,3.12,1.41,0.12,0.28,5.47,17.72,30.53,4.12,5.59,16.38,1.41,1.81,5.09,52.13,17.91
Roei Mashpati,Maccabi Tel Aviv,Europa League,il ISR,7,630,6.0,2.29,3.43,2.64,0.36,0.0,4.29,13.0,33.43,5.43,4.43,13.57,0.43,0.57,4.92,37.94,16.8
Rohan Ferguson,Larne FC,Europa Conference League,sct SCO,6,540,5.67,2.0,3.83,1.85,-0.15,0.17,8.83,23.83,29.17,3.67,9.17,23.17,1.0,1.0,4.76,47.61,14.8
Rome-Jayden Owusu-Oduro,AZ Alkmaar,Europa League,nl NED,11,990,4.18,1.64,2.45,1.27,-0.36,0.18,4.0,14.64,24.45,3.45,5.55,12.91,1.36,0.64,5.19,54.45,17.3
Rui Patrício,Atalanta,Champions League / Serie A,pt POR,4,360,4.5,1.25,3.25,1.3,0.05,0.25,3.5,7.25,29.0,4.5,6.75,9.25,0.0,2.5,4.35,31.12,23.63
Rui Silva,Betis / Sporting CP,Champions League / La Liga,pt POR,17,1530,3.88,1.24,2.65,1.35,0.12,0.29,2.82,9.29,30.0,4.76,5.06,13.76,0.82,2.0,4.81,36.89,20.77
Ruslan Neshcheret,Dynamo Kyiv,Europa League,ua UKR,3,270,4.67,1.33,3.33,1.6,0.27,0.33,2.33,11.33,32.33,5.0,6.67,20.0,0.0,1.0,5.01,38.3,20.43
Rémy Descamps,Lyon,Europa League / Ligue 1,fr FRA,2,180,8.5,2.0,6.5,1.75,-0.25,0.0,2.5,9.0,32.5,3.5,3.0,14.0,0.0,1.0,3.38,32.87,27.0
Sam Johnstone,Wolves,Premier League,eng ENG,7,630,5.57,2.43,3.29,1.84,-0.59,0.0,7.43,18.43,36.0,4.0,3.57,14.86,1.14,1.57,3.76,43.25,13.8
Semuel Pizzignacco,Monza,Serie A,it ITA,9,736,4.65,2.08,2.69,1.52,-0.56,0.24,4.77,13.82,33.38,3.67,5.99,14.55,0.49,0.86,3.43,38.4,19.5
Sergio Herrera,Osasuna,La Liga,es ESP,37,3330,4.92,1.41,3.54,1.52,0.11,0.22,7.49,16.59,26.11,3.76,7.46,14.16,0.86,2.3,5.22,50.71,22.5
Sergio Padt,Ludogorets,Europa League,nl NED,4,360,6.75,1.75,5.0,2.28,0.52,0.0,5.25,17.75,30.75,3.0,8.5,18.0,0.5,1.0,3.37,43.78,15.27
Silviu Șmalenea,Petrocub,Europa Conference League,md MDA,6,540,5.67,2.17,3.5,1.92,-0.25,0.0,3.33,13.83,26.5,5.5,7.0,17.5,1.67,0.5,7.49,39.73,18.53
Simon Mignolet,Club Brugge,Champions League,be BEL,12,1080,4.42,1.58,2.92,1.49,-0.09,0.25,4.83,10.75,33.83,3.25,4.17,12.33,1.0,0.67,2.87,33.93,15.79
Simon Sluga,Maccabi Tel Aviv,Europa League,hr CRO,1,90,3.0,1.0,2.0,1.0,0.0,0.0,4.0,7.0,42.0,3.0,5.0,11.0,0.0,0.0,1.69,20.8,
Simone Perilli,Hellas Verona,Serie A,it ITA,2,180,5.5,1.0,4.5,1.5,0.5,0.0,3.5,20.5,17.0,1.0,7.0,23.0,1.0,1.5,2.87,63.4,22.3
Simone Scuffet,Cagliari / Napoli,Serie A,it ITA,14,1260,4.29,1.71,2.57,1.58,-0.14,0.07,5.29,13.79,24.29,3.93,7.71,15.57,0.5,0.5,5.35,41.46,15.31
Stefan Ortega,Manchester City,Champions League / Premier League,de GER,15,1280,3.59,1.27,2.39,1.16,-0.11,0.42,2.81,7.52,31.64,4.08,3.8,9.98,0.49,0.98,3.34,28.13,21.54
Stefan Târnovanu,FCSB,Europa League,ro ROU,11,990,4.0,1.18,2.91,1.15,-0.03,0.45,5.45,14.73,22.91,2.91,8.82,15.82,1.0,0.55,4.55,43.03,14.65
Stefano Turati,Monza,Serie A,it ITA,30,2676,4.88,1.75,3.13,1.6,-0.15,0.07,5.95,14.87,31.68,4.24,4.41,13.92,0.74,0.87,4.16,46.89,20.91
Steve Mandanda,Rennes,Ligue 1,fr FRA,18,1486,3.09,1.39,1.76,1.02,-0.37,0.42,3.69,10.9,25.8,4.0,4.42,10.6,0.42,1.27,4.73,41.64,18.53
Stole Dimitrievski,Valencia,La Liga,mk MKD,4,360,3.0,1.5,1.5,1.1,-0.4,0.0,3.75,18.0,28.25,6.25,5.0,12.75,0.75,4.0,9.05,53.56,25.66
Sven Ulreich,Bayern Munich,Bundesliga / Champions League,de GER,2,135,2.0,1.33,0.67,0.53,-0.8,0.67,2.0,5.33,28.67,3.33,0.67,5.33,0.67,2.0,3.02,9.0,20.3
Sławomir Abramowicz,Jagiellonia,Europa Conference League,pl POL,12,1080,3.83,1.0,2.92,1.23,0.23,0.33,1.83,7.25,23.75,3.5,5.17,15.33,1.0,0.83,4.06,30.54,18.76
Theo Sander,FC Copenhagen,Europa Conference League,dk DEN,1,90,4.0,1.0,3.0,1.3,0.3,0.0,3.0,9.0,35.0,4.0,4.0,12.0,1.0,1.0,3.46,19.5,15.8
Thibaut Courtois,Real Madrid,Champions League / La Liga,be BEL,42,3780,4.14,1.12,3.02,1.18,0.06,0.29,1.95,7.81,29.79,5.52,4.71,11.55,0.79,0.36,5.33,36.71,17.15
Thijmen Nijhuis,HJK,Europa Conference League,nl NED,6,540,5.5,1.5,4.17,1.8,0.3,0.17,2.17,7.83,29.0,4.67,6.0,15.67,0.5,0.17,4.66,33.32,29.0
Thomas Dähne,Holstein Kiel,Bundesliga,de GER,9,810,6.11,2.11,4.0,2.04,-0.07,0.0,5.22,14.78,33.78,6.11,10.11,19.67,1.67,0.56,5.7,45.66,11.26
Théo De Percin,Auxerre,Ligue 1,mq MTQ,2,180,4.5,1.5,2.5,1.75,0.25,0.5,4.0,15.5,23.0,2.5,6.0,19.0,1.5,1.5,3.76,55.35,15.0
Tiago Cardoso,Gladbach,Bundesliga,lu LUX,5,379,5.46,0.71,4.75,1.12,0.4,0.71,5.46,14.72,35.15,5.22,7.36,22.8,3.32,0.24,4.3,48.89,11.0
Timo Horn,Bochum,Bundesliga,de GER,13,1170,4.15,1.69,2.46,1.43,-0.26,0.23,9.92,25.54,30.77,2.23,7.54,14.0,0.46,1.38,2.93,61.84,17.11
Timon Weiner,Holstein Kiel,Bundesliga,de GER,25,2250,5.6,2.44,3.24,1.89,-0.55,0.08,6.68,17.76,31.56,4.64,7.92,19.64,1.08,0.72,4.84,48.41,15.96
Timon Wellenreuther,Feyenoord,Champions League,de GER,11,955,5.94,2.36,3.77,2.21,-0.14,0.09,3.68,11.97,37.51,4.05,3.02,12.63,0.75,0.75,3.55,39.8,18.69
Tobias Sippel,Gladbach,Bundesliga,de GER,1,59,6.1,4.58,1.53,1.83,-2.75,0.0,13.73,33.56,33.56,3.05,18.31,19.83,0.0,0.0,3.56,69.2,
Tom King,Wolves,Premier League,wls WAL,1,1,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,90.0,90.0,0.0,90.0,0.0,0.0,14.0,,
Tommaso Martinelli,Fiorentina,Europa Conference League,it ITA,1,90,3.0,0.0,3.0,1.3,1.3,1.0,3.0,6.0,17.0,3.0,5.0,7.0,0.0,1.0,5.19,27.0,14.5
Unai Marrero,Real Sociedad,Europa League / La Liga,es ESP,5,450,4.4,1.0,3.2,1.3,0.3,0.2,2.2,6.8,20.6,4.0,5.6,10.4,0.4,1.2,5.84,33.05,17.6
Unai Simón,Athletic Club,Europa League / La Liga,es ESP,22,1980,2.82,0.64,2.14,0.74,0.1,0.5,4.86,13.0,25.05,4.27,5.45,11.45,0.91,1.36,5.64,57.84,17.99
Vanja Milinković-Savić,Torino,Serie A,rs SRB,37,3330,4.68,1.14,3.49,1.39,0.25,0.27,6.03,18.97,36.54,5.16,7.32,15.81,1.0,1.24,5.15,51.1,17.15
Veljko Ilic,TSC Bačka Top,Europa Conference League,rs SRB,8,720,5.5,2.38,3.25,2.28,-0.1,0.0,5.5,16.75,40.75,4.25,3.62,9.25,0.38,1.62,3.4,40.85,20.99
Vicente Guaita,Celta Vigo,La Liga,es ESP,34,3060,3.74,1.41,2.32,1.19,-0.22,0.24,1.94,6.47,21.76,5.74,6.76,12.82,0.76,1.29,7.06,35.36,17.66
Vid Belec,APOEL,Europa Conference League,si SVN,8,720,4.75,1.12,3.5,1.3,0.18,0.12,3.12,11.12,19.0,4.12,5.38,11.5,0.75,0.0,7.65,43.7,
Vitezslav Jaros,Liverpool,Premier League,cz CZE,1,12,7.5,0.0,7.5,0.0,0.0,7.5,37.5,52.5,52.5,15.0,7.5,15.0,0.0,0.0,14.54,59.0,
Vitus Eicher,Heidenheim,Europa Conference League,de GER,1,90,6.0,3.0,3.0,1.5,-1.5,0.0,5.0,12.0,37.0,4.0,2.0,16.0,1.0,0.0,3.35,26.0,
Vladen Kovačević,Legia Warsaw,Europa Conference League,ba BIH,2,180,7.0,2.0,5.0,2.45,0.45,0.0,2.0,4.5,19.0,3.5,2.5,6.5,1.5,0.0,4.83,28.4,
Walter Benítez,PSV Eindhoven,Champions League,ar ARG,11,990,5.36,1.91,3.45,1.73,-0.18,0.09,6.0,13.55,36.36,4.45,5.55,13.36,1.18,1.0,3.61,44.5,16.32
Warleson,Cercle Brugge,Europa Conference League,br BRA,2,121,1.49,0.0,1.49,0.15,0.15,0.74,5.21,14.88,17.11,2.98,4.46,5.95,0.0,2.23,6.97,63.7,27.0
Wladimiro Falcone,Lecce,Serie A,it ITA,38,3420,4.76,1.53,3.29,1.42,-0.11,0.24,5.79,17.26,26.76,3.16,4.68,15.53,0.76,0.5,4.37,50.16,16.86
Wojciech Szczęsny,Barcelona,Champions League / La Liga,pl POL,23,2070,3.3,1.26,2.09,1.27,0.01,0.43,1.78,5.78,29.35,4.26,3.74,9.57,0.65,3.78,3.86,36.63,21.18
Yahia Fofana,Angers,Ligue 1,ci CIV,33,2970,5.64,1.55,4.09,1.92,0.37,0.21,4.36,13.18,22.76,5.45,7.91,16.09,1.45,0.61,8.45,43.6,15.17
Yann Sommer,Inter,Champions League / Serie A,ch SUI,47,4230,3.87,1.02,2.87,1.05,0.03,0.43,3.3,8.06,37.49,4.17,4.21,12.21,0.57,0.36,2.87,30.58,17.78
Yehvann Diouf,Reims,Ligue 1,sn SEN,34,3060,5.26,1.38,3.85,1.81,0.43,0.21,4.53,14.03,29.21,4.5,6.47,16.29,0.91,1.24,5.01,44.96,17.93
Yuri Lodygin,Panathinaikos,Europa Conference League,ru RUS,3,270,2.67,0.67,2.0,0.9,0.23,0.67,2.33,5.67,22.67,2.67,3.67,8.33,0.33,1.0,2.95,21.01,20.3
Zion Suzuki,Parma,Serie A,jp JPN,37,3314,4.07,1.44,2.69,1.4,-0.06,0.19,5.54,18.17,34.54,5.0,6.06,16.67,1.74,1.03,5.06,52.41,16.02
Ádám Varga,Ferencváros,Europa League,hu HUN,2,148,5.47,3.04,2.43,2.13,-0.91,0.0,10.34,21.28,26.76,1.22,10.95,9.12,0.61,0.0,1.72,41.61,
Álex Domínguez,Toulouse,Ligue 1,es ESP,1,19,0.0,0.0,0.0,0.0,0.0,4.74,9.47,23.68,37.89,4.74,14.21,33.16,0.0,0.0,3.75,69.3,
Álex Remiro,Real Sociedad,Europa League / La Liga,es ESP,45,4050,3.73,1.29,2.4,1.09,-0.2,0.33,5.0,13.44,29.51,3.2,6.33,12.51,0.82,1.16,3.43,49.66,17.88
Álvaro Fernández,Sevilla,La Liga,es ESP,9,747,4.34,1.93,2.41,1.34,-0.59,0.36,4.46,17.11,33.37,3.86,5.54,12.65,0.84,1.69,3.64,49.38,19.14
Ørjan Nyland,Sevilla,La Liga,no NOR,30,2673,3.77,1.31,2.46,1.25,-0.07,0.24,3.97,14.98,28.15,3.84,5.59,13.74,0.67,0.98,5.11,45.98,17.09
Đorđe Petrović,Strasbourg,Ligue 1,rs SRB,31,2790,4.74,1.23,3.55,1.47,0.24,0.32,3.77,11.65,46.39,4.1,3.45,15.84,1.32,1.52,2.35,45.57,17.96
İrfan Can Eğribayat,Fenerbahçe,Europa League,tr TUR,6,540,5.83,1.17,4.67,2.08,0.92,0.5,5.67,16.33,27.5,4.5,7.17,16.0,2.0,1.5,5.92,40.75,15.09
Łukasz Fabiański,West Ham,Premier League,pl POL,14,1160,5.51,1.63,3.88,1.75,0.08,0.16,5.97,17.53,30.57,4.27,7.76,17.07,0.78,0.93,4.99,45.13,19.07
Łukasz Skorupski,Bologna,Champions League / Serie A,pl POL,34,2994,3.34,1.23,2.1,1.21,-0.03,0.3,4.21,11.57,36.31,4.45,3.61,8.54,0.75,0.99,3.71,43.28,16.47
